index,task_id,domain,scene_id,task_category,motion_type,source_image_path,exported_image_path
101,emerg_051,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_26.jpg,reports/video_generation_500_images/101__emerg_051__extreme_emergency__emerg_battery_thermal_runaway__ref_26.jpg
102,emerg_052,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_12.jpg,reports/video_generation_500_images/102__emerg_052__extreme_emergency__emerg_battery_thermal_runaway__ref_12.jpg
103,emerg_053,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_14.jpg,reports/video_generation_500_images/103__emerg_053__extreme_emergency__emerg_battery_thermal_runaway__ref_14.jpg
104,emerg_054,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_13.jpg,reports/video_generation_500_images/104__emerg_054__extreme_emergency__emerg_battery_thermal_runaway__ref_13.jpg
105,emerg_055,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_16.jpg,reports/video_generation_500_images/105__emerg_055__extreme_emergency__emerg_battery_thermal_runaway__ref_16.jpg
106,emerg_056,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_22.jpg,reports/video_generation_500_images/106__emerg_056__extreme_emergency__emerg_battery_thermal_runaway__ref_22.jpg
107,emerg_057,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_09.jpg,reports/video_generation_500_images/107__emerg_057__extreme_emergency__emerg_battery_thermal_runaway__ref_09.jpg
108,emerg_308,extreme_emergency,emerg_battery_thermal_runaway,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_battery_thermal_runaway/ref_11.jpg,reports/video_generation_500_images/108__emerg_308__extreme_emergency__emerg_battery_thermal_runaway__ref_11.jpg
109,emerg_085,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_13.jpg,reports/video_generation_500_images/109__emerg_085__extreme_emergency__emerg_cooling_tower_plume_failure__ref_13.jpg
110,emerg_086,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_16.jpg,reports/video_generation_500_images/110__emerg_086__extreme_emergency__emerg_cooling_tower_plume_failure__ref_16.jpg
111,emerg_126,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_26.jpg,reports/video_generation_500_images/111__emerg_126__extreme_emergency__emerg_cooling_tower_plume_failure__ref_26.jpg
112,emerg_131,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_19.jpg,reports/video_generation_500_images/112__emerg_131__extreme_emergency__emerg_cooling_tower_plume_failure__ref_19.jpg
113,emerg_132,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_20.jpg,reports/video_generation_500_images/113__emerg_132__extreme_emergency__emerg_cooling_tower_plume_failure__ref_20.jpg
114,emerg_133,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_21.jpg,reports/video_generation_500_images/114__emerg_133__extreme_emergency__emerg_cooling_tower_plume_failure__ref_21.jpg
115,emerg_195,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_25.jpg,reports/video_generation_500_images/115__emerg_195__extreme_emergency__emerg_cooling_tower_plume_failure__ref_25.jpg
116,emerg_198,extreme_emergency,emerg_cooling_tower_plume_failure,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_cooling_tower_plume_failure/ref_28.jpg,reports/video_generation_500_images/116__emerg_198__extreme_emergency__emerg_cooling_tower_plume_failure__ref_28.jpg
117,emerg_078,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_11.jpg,reports/video_generation_500_images/117__emerg_078__extreme_emergency__emerg_crane_load_drop_evacuation__ref_11.jpg
118,emerg_138,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_09.jpg,reports/video_generation_500_images/118__emerg_138__extreme_emergency__emerg_crane_load_drop_evacuation__ref_09.jpg
119,emerg_139,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_10.jpg,reports/video_generation_500_images/119__emerg_139__extreme_emergency__emerg_crane_load_drop_evacuation__ref_10.jpg
120,emerg_141,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_18.jpg,reports/video_generation_500_images/120__emerg_141__extreme_emergency__emerg_crane_load_drop_evacuation__ref_18.jpg
121,emerg_143,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_14.jpg,reports/video_generation_500_images/121__emerg_143__extreme_emergency__emerg_crane_load_drop_evacuation__ref_14.jpg
122,emerg_219,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_22.jpg,reports/video_generation_500_images/122__emerg_219__extreme_emergency__emerg_crane_load_drop_evacuation__ref_22.jpg
123,emerg_220,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_23.jpg,reports/video_generation_500_images/123__emerg_220__extreme_emergency__emerg_crane_load_drop_evacuation__ref_23.jpg
124,emerg_221,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_17.jpg,reports/video_generation_500_images/124__emerg_221__extreme_emergency__emerg_crane_load_drop_evacuation__ref_17.jpg
125,emerg_225,extreme_emergency,emerg_crane_load_drop_evacuation,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_crane_load_drop_evacuation/ref_21.jpg,reports/video_generation_500_images/125__emerg_225__extreme_emergency__emerg_crane_load_drop_evacuation__ref_21.jpg
126,emerg_091,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_01.jpg,reports/video_generation_500_images/126__emerg_091__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_01.jpg
127,emerg_092,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_02.jpg,reports/video_generation_500_images/127__emerg_092__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_02.jpg
128,emerg_093,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_03.jpg,reports/video_generation_500_images/128__emerg_093__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_03.jpg
129,emerg_094,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_04.jpg,reports/video_generation_500_images/129__emerg_094__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_04.jpg
130,emerg_231,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_12.jpg,reports/video_generation_500_images/130__emerg_231__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_12.jpg
131,emerg_232,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_13.jpg,reports/video_generation_500_images/131__emerg_232__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_13.jpg
132,emerg_234,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_15.jpg,reports/video_generation_500_images/132__emerg_234__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_15.jpg
133,emerg_236,extreme_emergency,emerg_dam_or_retaining_wall_breach,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_dam_or_retaining_wall_breach/ref_17.jpg,reports/video_generation_500_images/133__emerg_236__extreme_emergency__emerg_dam_or_retaining_wall_breach__ref_17.jpg
134,emerg_032,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_08.jpg,reports/video_generation_500_images/134__emerg_032__extreme_emergency__emerg_dust_explosion_confined_space__ref_08.jpg
135,emerg_036,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_12.jpg,reports/video_generation_500_images/135__emerg_036__extreme_emergency__emerg_dust_explosion_confined_space__ref_12.jpg
136,emerg_149,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_20.jpg,reports/video_generation_500_images/136__emerg_149__extreme_emergency__emerg_dust_explosion_confined_space__ref_20.jpg
137,emerg_151,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_23.jpg,reports/video_generation_500_images/137__emerg_151__extreme_emergency__emerg_dust_explosion_confined_space__ref_23.jpg
138,emerg_153,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_15.jpg,reports/video_generation_500_images/138__emerg_153__extreme_emergency__emerg_dust_explosion_confined_space__ref_15.jpg
139,emerg_154,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_31.jpg,reports/video_generation_500_images/139__emerg_154__extreme_emergency__emerg_dust_explosion_confined_space__ref_31.jpg
140,emerg_257,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_21.jpg,reports/video_generation_500_images/140__emerg_257__extreme_emergency__emerg_dust_explosion_confined_space__ref_21.jpg
141,emerg_261,extreme_emergency,emerg_dust_explosion_confined_space,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_dust_explosion_confined_space/ref_25.jpg,reports/video_generation_500_images/141__emerg_261__extreme_emergency__emerg_dust_explosion_confined_space__ref_25.jpg
142,emerg_001,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_01.jpg,reports/video_generation_500_images/142__emerg_001__extreme_emergency__emerg_flange_high_pressure_leak__ref_01.jpg
143,emerg_002,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_03.jpg,reports/video_generation_500_images/143__emerg_002__extreme_emergency__emerg_flange_high_pressure_leak__ref_03.jpg
144,emerg_003,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_17.jpg,reports/video_generation_500_images/144__emerg_003__extreme_emergency__emerg_flange_high_pressure_leak__ref_17.jpg
145,emerg_004,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_18.jpg,reports/video_generation_500_images/145__emerg_004__extreme_emergency__emerg_flange_high_pressure_leak__ref_18.jpg
146,emerg_158,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_04.jpg,reports/video_generation_500_images/146__emerg_158__extreme_emergency__emerg_flange_high_pressure_leak__ref_04.jpg
147,emerg_310,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_06.jpg,reports/video_generation_500_images/147__emerg_310__extreme_emergency__emerg_flange_high_pressure_leak__ref_06.jpg
148,emerg_314,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_10.jpg,reports/video_generation_500_images/148__emerg_314__extreme_emergency__emerg_flange_high_pressure_leak__ref_10.jpg
149,emerg_315,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_11.jpg,reports/video_generation_500_images/149__emerg_315__extreme_emergency__emerg_flange_high_pressure_leak__ref_11.jpg
150,emerg_316,extreme_emergency,emerg_flange_high_pressure_leak,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_flange_high_pressure_leak/ref_12.jpg,reports/video_generation_500_images/150__emerg_316__extreme_emergency__emerg_flange_high_pressure_leak__ref_12.jpg
151,emerg_270,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_12.jpg,reports/video_generation_500_images/151__emerg_270__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_12.jpg
152,emerg_299,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_09.jpg,reports/video_generation_500_images/152__emerg_299__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_09.jpg
153,emerg_300,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_10.jpg,reports/video_generation_500_images/153__emerg_300__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_10.jpg
154,emerg_301,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_11.jpg,reports/video_generation_500_images/154__emerg_301__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_11.jpg
155,emerg_304,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_13.jpg,reports/video_generation_500_images/155__emerg_304__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_13.jpg
156,emerg_305,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_14.jpg,reports/video_generation_500_images/156__emerg_305__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_14.jpg
157,emerg_306,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_15.jpg,reports/video_generation_500_images/157__emerg_306__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_15.jpg
158,emerg_307,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_16.jpg,reports/video_generation_500_images/158__emerg_307__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_16.jpg
159,emerg_323,extreme_emergency,emerg_hot_work_spark_combustible_fire,industrial_logic_and_compliance,static,dataset/images/extreme_emergency/emerg_hot_work_spark_combustible_fire/ref_03.jpg,reports/video_generation_500_images/159__emerg_323__extreme_emergency__emerg_hot_work_spark_combustible_fire__ref_03.jpg
160,emerg_041,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_01.jpg,reports/video_generation_500_images/160__emerg_041__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_01.jpg
161,emerg_046,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_24.jpg,reports/video_generation_500_images/161__emerg_046__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_24.jpg
162,emerg_161,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_17.jpg,reports/video_generation_500_images/162__emerg_161__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_17.jpg
163,emerg_162,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_12.jpg,reports/video_generation_500_images/163__emerg_162__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_12.jpg
164,emerg_163,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_21.jpg,reports/video_generation_500_images/164__emerg_163__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_21.jpg
165,emerg_164,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_14.jpg,reports/video_generation_500_images/165__emerg_164__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_14.jpg
166,emerg_178,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_15.jpg,reports/video_generation_500_images/166__emerg_178__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_15.jpg
167,emerg_179,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_16.jpg,reports/video_generation_500_images/167__emerg_179__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_16.jpg
168,emerg_183,extreme_emergency,emerg_reactor_runaway_pressure_release,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_reactor_runaway_pressure_release/ref_20.jpg,reports/video_generation_500_images/168__emerg_183__extreme_emergency__emerg_reactor_runaway_pressure_release__ref_20.jpg
169,emerg_280,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_11.jpg,reports/video_generation_500_images/169__emerg_280__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_11.jpg
170,emerg_294,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_12.jpg,reports/video_generation_500_images/170__emerg_294__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_12.jpg
171,emerg_298,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_16.jpg,reports/video_generation_500_images/171__emerg_298__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_16.jpg
172,emerg_324,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_01.jpg,reports/video_generation_500_images/172__emerg_324__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_01.jpg
173,emerg_327,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_04.jpg,reports/video_generation_500_images/173__emerg_327__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_04.jpg
174,emerg_328,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_05.jpg,reports/video_generation_500_images/174__emerg_328__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_05.jpg
175,emerg_329,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_06.jpg,reports/video_generation_500_images/175__emerg_329__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_06.jpg
176,emerg_333,extreme_emergency,emerg_smoke_evacuation_route_visibility,spatial_exploration_and_viewpoint,pan,dataset/images/extreme_emergency/emerg_smoke_evacuation_route_visibility/ref_10.jpg,reports/video_generation_500_images/176__emerg_333__extreme_emergency__emerg_smoke_evacuation_route_visibility__ref_10.jpg
177,emerg_011,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_01.jpg,reports/video_generation_500_images/177__emerg_011__extreme_emergency__emerg_storage_tank_flash_fire__ref_01.jpg
178,emerg_012,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_26.jpg,reports/video_generation_500_images/178__emerg_012__extreme_emergency__emerg_storage_tank_flash_fire__ref_26.jpg
179,emerg_167,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_13.jpg,reports/video_generation_500_images/179__emerg_167__extreme_emergency__emerg_storage_tank_flash_fire__ref_13.jpg
180,emerg_168,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_20.jpg,reports/video_generation_500_images/180__emerg_168__extreme_emergency__emerg_storage_tank_flash_fire__ref_20.jpg
181,emerg_169,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_22.jpg,reports/video_generation_500_images/181__emerg_169__extreme_emergency__emerg_storage_tank_flash_fire__ref_22.jpg
182,emerg_170,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_23.jpg,reports/video_generation_500_images/182__emerg_170__extreme_emergency__emerg_storage_tank_flash_fire__ref_23.jpg
183,emerg_212,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_19.jpg,reports/video_generation_500_images/183__emerg_212__extreme_emergency__emerg_storage_tank_flash_fire__ref_19.jpg
184,emerg_218,extreme_emergency,emerg_storage_tank_flash_fire,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_storage_tank_flash_fire/ref_25.jpg,reports/video_generation_500_images/184__emerg_218__extreme_emergency__emerg_storage_tank_flash_fire__ref_25.jpg
185,emerg_021,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_12.jpg,reports/video_generation_500_images/185__emerg_021__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_12.jpg
186,emerg_022,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_11.jpg,reports/video_generation_500_images/186__emerg_022__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_11.jpg
187,emerg_023,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_14.jpg,reports/video_generation_500_images/187__emerg_023__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_14.jpg
188,emerg_025,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_15.jpg,reports/video_generation_500_images/188__emerg_025__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_15.jpg
189,emerg_028,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_08.jpg,reports/video_generation_500_images/189__emerg_028__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_08.jpg
190,emerg_029,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_09.jpg,reports/video_generation_500_images/190__emerg_029__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_09.jpg
191,emerg_228,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_13.jpg,reports/video_generation_500_images/191__emerg_228__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_13.jpg
192,emerg_302,extreme_emergency,emerg_transmission_tower_icing_collapse,topology_mutation_and_failure,dolly,dataset/images/extreme_emergency/emerg_transmission_tower_icing_collapse/ref_16.jpg,reports/video_generation_500_images/192__emerg_302__extreme_emergency__emerg_transmission_tower_icing_collapse__ref_16.jpg
193,emerg_061,extreme_emergency,emerg_tunnel_fire_smoke_layering,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_tunnel_fire_smoke_layering/ref_01.jpg,reports/video_generation_500_images/193__emerg_061__extreme_emergency__emerg_tunnel_fire_smoke_layering__ref_01.jpg
194,emerg_063,extreme_emergency,emerg_tunnel_fire_smoke_layering,fluid_dynamics_and_thermodynamics,static,dataset/images/extreme_emergency/emerg_tunnel_fire_smoke_layering/ref_11.jpg,reports/video_generation_500_images/194__emerg_063__extreme_emergency__emerg_tunnel_fire_smoke_layering__ref_11.jpg
195,emerg_064,extreme_emergency,emerg_tunnel_fire_smoke_layering,fluid_dynamics_and_thermodynamics,pan,dataset/images/extreme_emergency/emerg_tunnel_fire_smoke_layering/ref_22.jpg,reports/video_generation_500_images/195__emerg_064__extreme_emergency__emerg_tunnel_fire_smoke_layering__ref_22.jpg
