task_id,content_difficulty_level,content_difficulty_score,original_difficulty_level,domain,task_category,scene_id,motion_type,viewpoint_motion_target,content_difficulty_factors
emerg_298,hard,5.05,adversarial,extreme_emergency,spatial_exploration_and_viewpoint,emerg_smoke_evacuation_route_visibility,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
emerg_299,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_300,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_301,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_302,adversarial,6.5,adversarial,extreme_emergency,topology_mutation_and_failure,emerg_transmission_tower_icing_collapse,dolly,1.5,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.8, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
emerg_304,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_305,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_306,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_307,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_308,medium,4.85,adversarial,extreme_emergency,fluid_dynamics_and_thermodynamics,emerg_battery_thermal_runaway,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.7}"
emerg_310,hard,5.85,adversarial,extreme_emergency,fluid_dynamics_and_thermodynamics,emerg_flange_high_pressure_leak,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.7}"
emerg_314,hard,5.85,adversarial,extreme_emergency,fluid_dynamics_and_thermodynamics,emerg_flange_high_pressure_leak,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.7}"
emerg_315,hard,5.85,adversarial,extreme_emergency,fluid_dynamics_and_thermodynamics,emerg_flange_high_pressure_leak,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.7}"
emerg_316,hard,5.85,adversarial,extreme_emergency,fluid_dynamics_and_thermodynamics,emerg_flange_high_pressure_leak,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.7}"
emerg_323,medium,4.5,adversarial,extreme_emergency,industrial_logic_and_compliance,emerg_hot_work_spark_combustible_fire,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 0.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
emerg_324,hard,5.05,adversarial,extreme_emergency,spatial_exploration_and_viewpoint,emerg_smoke_evacuation_route_visibility,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
emerg_327,hard,5.05,adversarial,extreme_emergency,spatial_exploration_and_viewpoint,emerg_smoke_evacuation_route_visibility,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
emerg_328,hard,5.05,adversarial,extreme_emergency,spatial_exploration_and_viewpoint,emerg_smoke_evacuation_route_visibility,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
emerg_329,hard,5.05,adversarial,extreme_emergency,spatial_exploration_and_viewpoint,emerg_smoke_evacuation_route_visibility,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
emerg_333,hard,5.05,adversarial,extreme_emergency,spatial_exploration_and_viewpoint,emerg_smoke_evacuation_route_visibility,pan,horizontal_pan_lr,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""fluid_heat_or_pressure"": 1.15, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_001,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_002,hard,5.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_004,hard,5.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_007,adversarial,6.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_arm_precision_grasp,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""precision_local_geometry"": 1.0, ""task_family"": 1.45}"
erob_014,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_015,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_016,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_021,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_022,hard,4.9,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_024,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_025,hard,4.9,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_026,medium,4.8,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_027,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_028,hard,4.9,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_tracked_robot_rubble,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_031,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_032,hard,4.9,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_033,medium,4.8,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_034,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_035,hard,4.9,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_037,easy,4.0,adversarial,embodied_robotics,spatial_exploration_and_viewpoint,erob_quadruped_stairs_rubble_fpv,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 0.9}"
erob_041,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_043,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_044,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_045,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_046,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_051,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_052,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_053,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_054,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_055,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_056,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_light_curtain_emergency_stop,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_062,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_063,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_064,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_066,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_072,easy,3.65,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_073,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_074,easy,3.65,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_075,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_076,easy,3.65,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,pan,horizontal_pan_lr,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.0, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_077,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_082,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_083,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_084,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_086,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_092,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_093,easy,3.45,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_human_handover,static,0.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_094,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_095,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_amr_warehouse_navigation,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_099,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_100,hard,5.45,adversarial,embodied_robotics,topology_mutation_and_failure,erob_gripper_failure_recovery,dolly,1.5,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.8, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.55}"
erob_105,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_agv_rollup_door_interlock,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_115,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_125,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_140,medium,4.55,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_multi_robot_coordination,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_144,hard,5.45,hard,embodied_robotics,rigid_body_kinematics_and_coupling,erob_robot_tool_contact_force,orbit,45.0,"{""coupled_motion_or_contact"": 0.95, ""motion_control"": 1.9, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.45}"
erob_146,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_147,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_152,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_154,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_156,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_157,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_159,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_amr_charger_smoke_abort,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_160,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_162,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_163,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_167,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
erob_168,easy,4.25,adversarial,embodied_robotics,industrial_logic_and_compliance,erob_cobot_safety_scanner_slowdown,static,0.0,"{""causal_safety_response"": 0.8, ""coupled_motion_or_contact"": 0.95, ""motion_control"": 0.0, ""multi_entity_or_human_interaction"": 0.9, ""multi_step_required_events"": 0.25, ""task_family"": 1.35}"
